,CUSEC,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
140,1_4_13_7_32,Almería,Almería,Andalucía,112097.49,1130.0,0.45,0.55,0.05,0.69,0.25,0.09,0.69,0.17,0.05,10080.5,34593.0,0.99,0.01,590.0,0.69
141,1_4_13_7_33,Almería,Almería,Andalucía,47001.9,1315.0,0.46,0.54,0.1,0.74,0.17,0.04,0.37,0.49,0.1,27977.6,51723.0,0.97,0.03,670.0,0.75
142,1_4_13_7_20,Almería,Almería,Andalucía,511159.27,3390.0,0.49,0.51,0.21,0.73,0.07,0.02,0.34,0.44,0.21,6632.0,45403.0,0.98,0.01,1715.0,0.67
143,1_4_13_7_34,Almería,Almería,Andalucía,50223.46,1050.0,0.5,0.5,0.11,0.76,0.13,0.02,0.64,0.23,0.11,20906.6,31799.0,1.0,0.0,570.0,0.76
144,1_4_902_1_33,"Ejido, El",Almería,Andalucía,81161.22,1475.0,0.49,0.51,0.21,0.68,0.12,0.11,0.63,0.06,0.21,18173.7,22005.0,0.83,0.17,680.0,0.81
145,1_4_13_7_21,Almería,Almería,Andalucía,5150735.61,2600.0,0.5,0.5,0.22,0.7,0.08,0.08,0.6,0.1,0.22,504.8,24578.0,0.95,0.05,1195.0,0.71
146,1_4_13_7_24,Almería,Almería,Andalucía,6407825.78,835.0,0.47,0.53,0.14,0.79,0.07,0.08,0.57,0.2,0.14,130.3,18168.0,1.0,0.0,290.0,0.81
147,1_4_13_7_22,Almería,Almería,Andalucía,6675004.85,2710.0,0.47,0.53,0.2,0.7,0.1,0.07,0.64,0.09,0.2,406.0,26752.0,0.98,0.02,1055.0,0.86
148,1_4_13_7_23,Almería,Almería,Andalucía,2985614.51,1515.0,0.49,0.51,0.23,0.69,0.08,0.14,0.61,0.03,0.23,507.4,23719.0,0.9,0.1,670.0,0.75
149,1_4_13_7_25,Almería,Almería,Andalucía,63238.45,1850.0,0.45,0.55,0.15,0.71,0.14,0.05,0.58,0.21,0.15,29254.4,31304.0,0.9,0.1,935.0,0.72
150,1_4_13_7_26,Almería,Almería,Andalucía,24937.19,1165.0,0.56,0.44,0.18,0.56,0.27,0.08,0.59,0.16,0.18,46717.4,30364.0,0.65,0.35,510.0,0.77
151,1_4_13_7_27,Almería,Almería,Andalucía,31191.39,770.0,0.47,0.53,0.12,0.64,0.23,0.08,0.55,0.26,0.12,24686.3,35776.0,0.99,0.02,395.0,0.73
152,1_4_13_7_35,Almería,Almería,Andalucía,116444.91,1445.0,0.52,0.48,0.13,0.63,0.25,0.05,0.49,0.33,0.13,12409.3,22681.0,0.85,0.15,1585.0,0.44
153,1_4_13_7_36,Almería,Almería,Andalucía,144858.53,2585.0,0.47,0.53,0.16,0.77,0.07,0.03,0.49,0.32,0.16,17845.0,25258.0,0.96,0.04,1180.0,0.83
154,1_4_13_7_37,Almería,Almería,Andalucía,270066.07,3360.0,0.5,0.5,0.17,0.79,0.04,0.03,0.5,0.31,0.17,12441.4,34158.0,0.97,0.03,1435.0,0.85
155,1_4_13_7_38,Almería,Almería,Andalucía,509350.68,1280.0,0.52,0.48,0.14,0.77,0.08,0.04,0.55,0.26,0.14,2513.0,29005.0,0.98,0.02,790.0,0.61
156,1_4_13_7_39,Almería,Almería,Andalucía,95180.09,1405.0,0.46,0.53,0.19,0.69,0.12,0.06,0.48,0.27,0.19,14761.5,30150.0,1.0,0.0,545.0,0.93
157,1_4_13_7_40,Almería,Almería,Andalucía,1090327.74,1605.0,0.53,0.47,0.13,0.81,0.06,0.1,0.73,0.04,0.13,1472.0,22782.0,0.98,0.02,830.0,0.62
158,1_4_13_7_41,Almería,Almería,Andalucía,3559622.29,2825.0,0.53,0.47,0.27,0.66,0.07,0.08,0.57,0.08,0.27,793.6,22649.0,1.0,0.0,1035.0,0.84
159,1_4_13_7_42,Almería,Almería,Andalucía,39014.2,1495.0,0.45,0.55,0.11,0.72,0.17,0.09,0.54,0.26,0.11,38319.4,21318.0,0.99,0.01,665.0,0.88
160,1_4_13_7_43,Almería,Almería,Andalucía,1303491.93,1115.0,0.54,0.46,0.09,0.79,0.12,0.04,0.35,0.51,0.09,855.4,47134.0,0.99,0.01,420.0,0.8
161,1_4_13_7_44,Almería,Almería,Andalucía,908374.68,1125.0,0.48,0.52,0.17,0.8,0.02,0.0,0.17,0.65,0.17,1238.5,40922.0,1.0,0.0,1020.0,0.43
162,1_4_13_7_45,Almería,Almería,Andalucía,856963.01,1565.0,0.5,0.5,0.22,0.75,0.03,0.0,0.42,0.36,0.22,1826.2,28480.0,0.96,0.04,1095.0,0.6
163,1_4_13_8_1,Almería,Almería,Andalucía,72622704.71,810.0,0.4,0.6,0.19,0.59,0.22,0.2,0.57,0.04,0.19,11.2,20685.0,1.0,0.0,450.0,0.66
164,1_4_13_8_2,Almería,Almería,Andalucía,4227936.88,1755.0,0.55,0.45,0.2,0.67,0.13,0.13,0.62,0.05,0.2,415.1,21557.0,0.89,0.11,695.0,0.82
165,1_11_31_6_25,San Fernando,Cádiz,Andalucía,74512.37,1800.0,0.51,0.49,0.22,0.66,0.12,0.04,0.54,0.2,0.22,24157.1,28599.0,1.0,0.0,830.0,0.77
166,1_4_13_8_3,Almería,Almería,Andalucía,46614852.88,1295.0,0.5,0.5,0.1,0.75,0.15,0.19,0.63,0.08,0.1,27.8,18962.0,0.98,0.03,2395.0,0.19
167,1_4_13_8_4,Almería,Almería,Andalucía,9248797.98,2070.0,0.54,0.46,0.21,0.67,0.12,0.04,0.58,0.16,0.21,223.8,25547.0,0.85,0.14,1305.0,0.58
168,1_4_13_8_7,Almería,Almería,Andalucía,5090753.54,1800.0,0.5,0.5,0.22,0.72,0.06,0.04,0.57,0.17,0.22,353.6,25830.0,0.84,0.16,2455.0,0.27
169,1_4_13_8_8,Almería,Almería,Andalucía,3722783.39,1270.0,0.4,0.6,0.36,0.61,0.03,0.04,0.36,0.24,0.36,341.1,25576.0,0.96,0.04,2780.0,0.16
170,1_18_87_1_9,Granada,Granada,Andalucía,25138.76,795.0,0.45,0.55,0.01,0.52,0.47,0.09,0.52,0.38,0.01,31624.5,37829.0,1.0,0.0,685.0,0.49
171,1_4_13_8_5,Almería,Almería,Andalucía,21642091.56,1690.0,0.43,0.57,0.2,0.68,0.12,0.21,0.56,0.03,0.2,78.1,21082.0,0.9,0.1,810.0,0.72
172,1_4_18_1_1,Armuña de Almanzora,Almería,Andalucía,7943391.48,345.0,0.51,0.49,0.09,0.64,0.28,0.26,0.55,0.09,0.09,43.4,21185.0,0.96,0.04,255.0,0.57
173,1_4_102_1_6,Vícar,Almería,Andalucía,2696399.4,4280.0,0.59,0.41,0.18,0.79,0.03,0.31,0.5,0.01,0.18,1587.3,20439.0,0.49,0.51,1630.0,0.71
174,1_4_13_8_6,Almería,Almería,Andalucía,50322545.25,1280.0,0.52,0.48,0.14,0.77,0.09,0.08,0.51,0.27,0.14,25.4,31167.0,0.99,0.01,550.0,0.75
175,1_4_14_1_1,Almócita,Almería,Andalucía,30800828.82,190.0,0.5,0.5,0.05,0.58,0.34,0.32,0.55,0.05,0.05,6.2,17659.0,0.92,0.11,165.0,0.58
176,1_4_902_1_34,"Ejido, El",Almería,Andalucía,65029.32,2070.0,0.56,0.44,0.29,0.61,0.09,0.06,0.44,0.2,0.29,31831.8,25155.0,0.93,0.07,675.0,0.86
177,1_4_15_1_1,Alsodux,Almería,Andalucía,20086921.74,150.0,0.53,0.5,0.07,0.67,0.3,0.2,0.7,0.03,0.07,7.5,20362.0,0.97,0.03,125.0,0.64
178,1_4_24_1_1,Benahadux,Almería,Andalucía,13726459.69,2395.0,0.49,0.51,0.23,0.64,0.12,0.11,0.51,0.14,0.23,174.5,23188.0,0.91,0.09,1235.0,0.7
179,1_4_902_1_35,"Ejido, El",Almería,Andalucía,524141.68,2000.0,0.52,0.48,0.3,0.68,0.02,0.06,0.53,0.11,0.3,3815.8,26696.0,0.87,0.13,680.0,0.92
180,1_4_16_1_1,Antas,Almería,Andalucía,33063440.69,1745.0,0.52,0.48,0.2,0.64,0.17,0.13,0.56,0.12,0.2,52.8,22393.0,0.88,0.12,890.0,0.72
181,1_4_24_1_2,Benahadux,Almería,Andalucía,2876919.6,1790.0,0.5,0.5,0.19,0.72,0.09,0.05,0.69,0.07,0.19,622.2,21618.0,0.98,0.02,785.0,0.81
182,1_4_79_2_13,Roquetas de Mar,Almería,Andalucía,445051.49,1460.0,0.47,0.53,0.12,0.73,0.16,0.07,0.57,0.25,0.12,3280.5,23271.0,0.93,0.07,2210.0,0.34
183,1_4_16_2_1,Antas,Almería,Andalucía,66020242.16,1515.0,0.48,0.52,0.16,0.64,0.2,0.09,0.6,0.15,0.16,22.9,19807.0,0.65,0.35,750.0,0.72
184,1_4_79_2_14,Roquetas de Mar,Almería,Andalucía,264705.82,1495.0,0.48,0.52,0.11,0.72,0.17,0.14,0.56,0.19,0.11,5647.8,26435.0,0.91,0.09,900.0,0.63
185,1_4_17_1_1,Arboleas,Almería,Andalucía,66009546.86,4535.0,0.5,0.49,0.09,0.56,0.35,0.1,0.67,0.14,0.09,68.7,14878.0,0.47,0.53,2440.0,0.84
186,1_4_19_1_1,Bacares,Almería,Andalucía,94852136.24,255.0,0.53,0.45,0.1,0.67,0.22,0.2,0.65,0.04,0.1,2.7,19840.0,0.96,0.02,240.0,0.44
187,1_4_26_1_1,Benitagla,Almería,Andalucía,6460090.73,75.0,0.6,0.4,0.07,0.4,0.53,,,,,11.6,0.0,0.93,0.07,125.0,0.4
188,1_11_12_1_6,Cádiz,Cádiz,Andalucía,83932.42,790.0,0.37,0.63,0.08,0.58,0.35,0.15,0.66,0.13,0.08,9412.3,39153.0,1.0,0.0,390.0,0.9
189,1_4_20_1_1,Bayárcal,Almería,Andalucía,37992840.04,375.0,0.55,0.47,0.09,0.67,0.24,0.36,0.53,0.01,0.09,9.9,18232.0,1.0,0.0,230.0,0.76
190,1_4_29_1_2,Berja,Almería,Andalucía,148088.55,1025.0,0.52,0.48,0.2,0.72,0.08,0.06,0.59,0.15,0.2,6921.5,17140.0,0.86,0.14,555.0,0.75
191,1_11_12_2_1,Cádiz,Cádiz,Andalucía,41857.25,2155.0,0.55,0.45,0.12,0.72,0.17,0.11,0.66,0.11,0.12,51484.5,26281.0,0.94,0.06,1020.0,0.79
192,1_4_21_1_1,Bayarque,Almería,Andalucía,26349471.2,225.0,0.51,0.49,0.09,0.6,0.31,0.22,0.58,0.11,0.09,8.5,21570.0,0.76,0.24,190.0,0.58
193,1_4_22_1_1,Bédar,Almería,Andalucía,46693025.85,940.0,0.51,0.49,0.09,0.6,0.32,0.13,0.67,0.12,0.09,20.1,14363.0,0.59,0.42,835.0,0.58
194,1_4_23_1_1,Beires,Almería,Andalucía,38804093.38,115.0,0.48,0.52,0.04,0.48,0.48,0.22,0.65,0.04,0.04,3.0,20843.0,0.96,0.04,150.0,0.37
195,1_4_79_2_17,Roquetas de Mar,Almería,Andalucía,224386.53,1955.0,0.54,0.46,0.21,0.66,0.12,0.07,0.47,0.25,0.21,8712.6,33954.0,0.85,0.15,795.0,0.72
196,1_4_27_1_1,Benizalón,Almería,Andalucía,31949254.31,290.0,0.53,0.47,0.05,0.66,0.29,0.21,0.62,0.12,0.05,9.1,15162.0,0.84,0.16,305.0,0.48
197,1_4_29_1_3,Berja,Almería,Andalucía,364144.8,1525.0,0.5,0.5,0.25,0.53,0.22,0.14,0.58,0.03,0.25,4187.9,19886.0,0.99,0.01,625.0,0.8
198,1_18_87_1_10,Granada,Granada,Andalucía,13228.04,630.0,0.43,0.57,0.04,0.68,0.28,0.06,0.56,0.34,0.04,47626.1,31708.0,0.96,0.04,455.0,0.63
199,1_4_28_1_1,Bentarique,Almería,Andalucía,11334924.49,275.0,0.55,0.47,0.09,0.69,0.24,0.13,0.69,0.11,0.09,24.3,16143.0,1.0,0.0,225.0,0.56
200,1_4_29_1_1,Berja,Almería,Andalucía,324665.08,800.0,0.39,0.61,0.21,0.53,0.25,0.14,0.5,0.15,0.21,2464.1,20395.0,0.94,0.06,490.0,0.64
201,1_4_31_2_1,Cantoria,Almería,Andalucía,32459523.64,925.0,0.48,0.52,0.06,0.45,0.48,0.28,0.61,0.05,0.06,28.5,16423.0,0.6,0.4,820.0,0.53
202,1_23_55_6_5,Linares,Jaén,Andalucía,52960.24,550.0,0.43,0.58,0.12,0.58,0.31,0.28,0.58,0.03,0.12,10385.1,18555.0,0.96,0.04,310.0,0.77
203,1_4_29_1_4,Berja,Almería,Andalucía,10837430.76,1185.0,0.46,0.54,0.08,0.62,0.31,0.35,0.57,0.01,0.08,109.3,18727.0,1.0,0.0,525.0,0.79
204,1_4_29_1_5,Berja,Almería,Andalucía,154508.87,1195.0,0.41,0.59,0.12,0.73,0.14,0.2,0.49,0.18,0.12,7734.2,19828.0,0.9,0.1,755.0,0.68
205,1_4_32_1_1,Carboneras,Almería,Andalucía,248076.6,1510.0,0.52,0.48,0.2,0.6,0.2,0.26,0.44,0.1,0.2,6086.8,23087.0,0.81,0.2,1195.0,0.5
206,1_11_12_5_4,Cádiz,Cádiz,Andalucía,16265.22,635.0,0.59,0.42,0.09,0.65,0.28,0.29,0.46,0.17,0.09,39040.4,22740.0,0.95,0.06,390.0,0.74
207,1_4_29_1_6,Berja,Almería,Andalucía,767558.16,940.0,0.54,0.46,0.1,0.65,0.24,0.23,0.62,0.05,0.1,1224.7,18642.0,1.0,0.0,620.0,0.61
208,1_4_29_1_7,Berja,Almería,Andalucía,420790.58,1525.0,0.52,0.48,0.22,0.71,0.08,0.08,0.65,0.05,0.22,3624.1,20605.0,0.93,0.07,580.0,0.72
209,1_4_32_1_2,Carboneras,Almería,Andalucía,373648.21,2505.0,0.53,0.47,0.15,0.8,0.06,0.17,0.56,0.13,0.15,6704.2,25378.0,0.83,0.17,1585.0,0.57
210,1_4_32_1_3,Carboneras,Almería,Andalucía,1398116.01,1085.0,0.55,0.45,0.17,0.76,0.07,0.16,0.55,0.12,0.17,776.0,29622.0,0.95,0.05,915.0,0.42
211,1_4_32_1_4,Carboneras,Almería,Andalucía,511576.48,1270.0,0.55,0.45,0.26,0.59,0.14,0.07,0.58,0.08,0.26,2482.5,25589.0,0.74,0.26,1550.0,0.29
212,1_4_29_2_1,Berja,Almería,Andalucía,16399289.88,1395.0,0.52,0.48,0.15,0.77,0.09,0.1,0.65,0.1,0.15,85.1,19262.0,0.94,0.06,585.0,0.83
213,1_4_29_2_2,Berja,Almería,Andalucía,19374785.8,1510.0,0.52,0.48,0.24,0.73,0.03,0.18,0.43,0.15,0.24,77.9,22303.0,0.85,0.15,705.0,0.65
214,1_4_32_2_1,Carboneras,Almería,Andalucía,92877302.87,1505.0,0.45,0.56,0.12,0.71,0.17,0.22,0.54,0.12,0.12,16.2,22833.0,0.77,0.23,1025.0,0.56
215,1_4_29_2_3,Berja,Almería,Andalucía,27115104.59,3225.0,0.56,0.44,0.2,0.74,0.06,0.14,0.63,0.03,0.2,118.9,,0.68,0.32,1735.0,0.52
216,1_4_29_2_4,Berja,Almería,Andalucía,141338674.81,740.0,0.45,0.55,0.09,0.64,0.26,0.32,0.55,0.04,0.09,5.2,15795.0,0.91,0.09,505.0,0.56
217,1_4_30_1_1,Canjáyar,Almería,Andalucía,37911666.61,750.0,0.52,0.48,0.09,0.57,0.35,0.31,0.54,0.06,0.09,19.8,16084.0,0.98,0.03,470.0,0.67
218,1_4_30_1_2,Canjáyar,Almería,Andalucía,28962288.63,685.0,0.51,0.49,0.11,0.64,0.25,0.12,0.74,0.03,0.11,23.7,18159.0,0.99,0.01,400.0,0.76
219,1_4_31_1_1,Cantoria,Almería,Andalucía,5999253.28,1630.0,0.55,0.45,0.17,0.73,0.1,0.1,0.56,0.17,0.17,271.7,21137.0,0.86,0.14,785.0,0.82
220,1_4_31_1_2,Cantoria,Almería,Andalucía,40508873.87,1295.0,0.5,0.5,0.11,0.65,0.24,0.19,0.63,0.07,0.11,32.0,17314.0,0.64,0.36,895.0,0.65
221,1_4_33_1_1,Castro de Filabres,Almería,Andalucía,29214348.65,160.0,0.5,0.5,0.0,0.69,0.31,0.22,0.72,0.06,0.0,5.5,22924.0,0.94,0.06,160.0,0.47
222,1_4_35_1_2,Cuevas del Almanzora,Almería,Andalucía,273757.72,1300.0,0.5,0.5,0.13,0.65,0.22,0.37,0.46,0.04,0.13,4748.7,19359.0,0.98,0.02,740.0,0.72
223,1_4_35_1_3,Cuevas del Almanzora,Almería,Andalucía,202805.71,2825.0,0.52,0.48,0.27,0.65,0.07,0.05,0.58,0.09,0.27,13929.6,21753.0,0.77,0.23,1475.0,0.56
224,1_11_12_5_5,Cádiz,Cádiz,Andalucía,11469.16,540.0,0.55,0.45,0.16,0.56,0.28,0.19,0.66,0.0,0.16,47082.8,19739.0,0.94,0.06,355.0,0.59
225,1_29_67_9_14,Málaga,Málaga,Andalucía,13636.47,1135.0,0.4,0.6,0.13,0.67,0.2,0.06,0.76,0.05,0.13,83232.7,20797.0,0.91,0.08,595.0,0.83
226,1_4_34_1_1,Cóbdar,Almería,Andalucía,31761953.29,160.0,0.56,0.44,0.03,0.75,0.25,0.28,0.66,0.03,0.03,5.0,21337.0,0.97,0.06,255.0,0.22
227,1_4_35_1_1,Cuevas del Almanzora,Almería,Andalucía,872853.15,2940.0,0.57,0.43,0.18,0.71,0.11,0.11,0.56,0.15,0.18,3368.3,24428.0,0.82,0.18,1355.0,0.71
228,1_29_67_9_15,Málaga,Málaga,Andalucía,11182.87,1110.0,0.41,0.59,0.14,0.59,0.26,0.07,0.65,0.14,0.14,99258.9,20768.0,0.86,0.14,425.0,1.0
229,1_4_35_2_1,Cuevas del Almanzora,Almería,Andalucía,25232284.38,910.0,0.52,0.48,0.1,0.73,0.17,0.16,0.73,0.01,0.1,36.1,17625.0,0.77,0.23,860.0,0.45
230,1_4_35_3_1,Cuevas del Almanzora,Almería,Andalucía,54221666.35,1965.0,0.55,0.45,0.1,0.68,0.21,0.04,0.77,0.09,0.1,36.2,19381.0,0.53,0.47,2170.0,0.46
231,1_4_35_4_1,Cuevas del Almanzora,Almería,Andalucía,97078540.49,1830.0,0.45,0.55,0.19,0.72,0.1,0.22,0.5,0.09,0.19,18.9,18619.0,0.75,0.25,1490.0,0.45
232,1_4_35_4_2,Cuevas del Almanzora,Almería,Andalucía,86807360.96,1330.0,0.46,0.54,0.19,0.6,0.21,0.2,0.6,0.02,0.19,15.3,21670.0,0.94,0.06,1135.0,0.42
233,1_41_86_3_3,San Juan de Aznalfarache,Sevilla,Andalucía,65765.85,895.0,0.59,0.4,0.11,0.7,0.18,0.13,0.74,0.02,0.11,13608.9,12855.0,0.87,0.12,585.0,0.65
234,1_4_36_1_1,Chercos,Almería,Andalucía,13354908.91,300.0,0.53,0.48,0.12,0.65,0.23,0.2,0.68,0.03,0.12,22.5,17754.0,0.95,0.05,330.0,0.38
235,1_4_37_1_1,Chirivel,Almería,Andalucía,58233373.05,1080.0,0.49,0.5,0.12,0.59,0.29,0.28,0.47,0.14,0.12,18.5,17508.0,0.99,0.01,730.0,0.68
236,1_4_37_1_2,Chirivel,Almería,Andalucía,138183029.0,700.0,0.54,0.47,0.06,0.59,0.34,0.21,0.51,0.21,0.06,5.1,18511.0,0.82,0.18,845.0,0.36
237,1_4_44_1_1,Fines,Almería,Andalucía,23061213.4,2225.0,0.52,0.48,0.16,0.69,0.14,0.14,0.62,0.08,0.16,96.5,20937.0,0.89,0.11,1285.0,0.65
238,1_11_12_5_6,Cádiz,Cádiz,Andalucía,18807.2,650.0,0.48,0.52,0.03,0.78,0.19,0.1,0.85,0.03,0.03,34561.2,19892.0,0.95,0.05,515.0,0.63
239,1_4_38_1_1,Dalías,Almería,Andalucía,140519258.77,2130.0,0.49,0.52,0.19,0.69,0.12,0.12,0.62,0.08,0.19,15.2,21679.0,0.98,0.02,1050.0,0.75
240,1_4_38_1_2,Dalías,Almería,Andalucía,801726.74,1860.0,0.51,0.5,0.13,0.65,0.22,0.19,0.55,0.12,0.13,2320.0,20393.0,0.97,0.03,985.0,0.66
241,1_4_45_1_1,Fiñana,Almería,Andalucía,162570.53,705.0,0.48,0.52,0.13,0.56,0.3,0.35,0.49,0.04,0.13,4336.6,17063.0,0.91,0.09,475.0,0.65
242,1_18_87_6_13,Granada,Granada,Andalucía,32822.27,890.0,0.42,0.58,0.18,0.57,0.25,0.15,0.53,0.13,0.18,27115.7,26964.0,0.62,0.38,405.0,0.83
243,1_4_41_1_1,Enix,Almería,Andalucía,66793204.29,425.0,0.56,0.44,0.07,0.72,0.21,0.13,0.64,0.16,0.07,6.4,17779.0,0.87,0.13,390.0,0.62
244,1_4_43_1_1,Felix,Almería,Andalucía,81198495.46,665.0,0.56,0.44,0.1,0.66,0.23,0.15,0.65,0.1,0.1,8.2,19888.0,0.94,0.05,490.0,0.56
245,1_4_53_1_1,Huércal-Overa,Almería,Andalucía,2409711.61,1695.0,0.51,0.49,0.15,0.59,0.26,0.29,0.48,0.07,0.15,703.4,20248.0,1.0,0.0,800.0,0.81
246,1_4_53_2_1,Huércal-Overa,Almería,Andalucía,3849911.89,1655.0,0.4,0.6,0.16,0.62,0.22,0.11,0.56,0.17,0.16,429.9,23993.0,0.86,0.13,1015.0,0.68
247,1_41_86_3_4,San Juan de Aznalfarache,Sevilla,Andalucía,45425.96,1570.0,0.4,0.6,0.21,0.56,0.23,0.15,0.56,0.09,0.21,34561.7,16847.0,0.95,0.05,605.0,0.93
248,1_4_45_2_1,Fiñana,Almería,Andalucía,189732.19,800.0,0.51,0.49,0.14,0.67,0.19,0.24,0.57,0.04,0.14,4216.5,18131.0,0.82,0.18,490.0,0.66
249,1_4_45_3_1,Fiñana,Almería,Andalucía,133501288.25,860.0,0.52,0.49,0.16,0.67,0.17,0.26,0.55,0.05,0.16,6.4,17312.0,1.0,0.0,580.0,0.56
250,1_4_46_1_1,Fondón,Almería,Andalucía,91088589.51,990.0,0.53,0.47,0.13,0.63,0.25,0.22,0.56,0.1,0.13,10.9,17646.0,0.97,0.03,1235.0,0.31
251,1_4_47_1_1,Gádor,Almería,Andalucía,479437.18,1145.0,0.5,0.49,0.2,0.64,0.17,0.13,0.61,0.07,0.2,2388.2,17950.0,0.9,0.1,780.0,0.57
252,1_4_47_1_2,Gádor,Almería,Andalucía,87123951.47,2045.0,0.53,0.47,0.2,0.67,0.13,0.2,0.53,0.08,0.2,23.5,17150.0,0.86,0.14,955.0,0.75
253,1_4_53_2_2,Huércal-Overa,Almería,Andalucía,414290.18,2605.0,0.56,0.44,0.21,0.73,0.06,0.05,0.52,0.22,0.21,6287.9,27047.0,0.75,0.25,1070.0,0.81
254,1_4_53_2_3,Huércal-Overa,Almería,Andalucía,6816970.8,1770.0,0.53,0.47,0.14,0.74,0.12,0.11,0.58,0.17,0.14,259.6,22468.0,0.88,0.12,1035.0,0.7
255,1_4_48_1_1,"Gallardos, Los",Almería,Andalucía,34907252.46,3400.0,0.51,0.49,0.11,0.62,0.27,0.14,0.63,0.13,0.11,97.4,18473.0,0.66,0.34,1725.0,0.81
256,1_4_49_1_1,Garrucha,Almería,Andalucía,151639.42,1290.0,0.52,0.48,0.19,0.63,0.18,0.18,0.6,0.02,0.19,8507.0,19839.0,0.54,0.46,1035.0,0.51
257,1_4_53_3_2,Huércal-Overa,Almería,Andalucía,2083398.11,3840.0,0.48,0.52,0.23,0.71,0.06,0.04,0.55,0.18,0.23,1843.1,23085.0,0.79,0.21,1895.0,0.73
258,1_4_53_3_3,Huércal-Overa,Almería,Andalucía,210752.84,1805.0,0.5,0.5,0.25,0.66,0.09,0.07,0.52,0.16,0.25,8564.5,31401.0,0.92,0.09,630.0,0.91
259,1_4_49_1_2,Garrucha,Almería,Andalucía,3039993.77,2305.0,0.5,0.5,0.2,0.74,0.07,0.09,0.62,0.09,0.2,758.2,21694.0,0.66,0.34,2045.0,0.42
260,1_4_49_2_1,Garrucha,Almería,Andalucía,262051.01,2550.0,0.52,0.48,0.24,0.68,0.08,0.13,0.54,0.09,0.24,9730.9,19553.0,0.7,0.3,1505.0,0.54
261,1_4_53_5_3,Huércal-Overa,Almería,Andalucía,50346741.92,775.0,0.46,0.54,0.08,0.64,0.28,0.34,0.41,0.17,0.08,15.4,,0.88,0.12,510.0,0.56
262,1_11_12_8_12,Cádiz,Cádiz,Andalucía,19565.21,1235.0,0.49,0.51,0.11,0.68,0.21,0.12,0.7,0.07,0.11,63122.3,20639.0,1.0,0.0,410.0,1.0
263,1_4_49_2_2,Garrucha,Almería,Andalucía,4218859.72,2385.0,0.53,0.47,0.16,0.7,0.14,0.16,0.55,0.12,0.16,565.3,20600.0,0.73,0.27,1475.0,0.57
264,1_4_50_1_1,Gérgal,Almería,Andalucía,229313173.97,1070.0,0.52,0.48,0.11,0.65,0.24,0.22,0.6,0.07,0.11,4.7,17839.0,0.88,0.12,1070.0,0.45
265,1_4_62_1_2,Macael,Almería,Andalucía,188571.35,1770.0,0.53,0.47,0.18,0.68,0.14,0.15,0.62,0.05,0.18,9386.4,22758.0,0.92,0.08,935.0,0.71
266,1_4_51_1_1,Huécija,Almería,Andalucía,19003783.81,525.0,0.49,0.5,0.11,0.64,0.25,0.16,0.65,0.09,0.11,27.6,15356.0,0.98,0.02,310.0,0.69
267,1_4_52_1_1,Huércal de Almería,Almería,Andalucía,128966.38,1205.0,0.49,0.5,0.34,0.63,0.03,0.03,0.51,0.12,0.34,9343.5,24966.0,1.0,0.0,400.0,0.85
268,1_4_69_1_2,Olula del Río,Almería,Andalucía,2418617.55,1120.0,0.48,0.52,0.19,0.69,0.12,0.13,0.59,0.09,0.19,463.1,21169.0,0.98,0.02,730.0,0.58
269,1_11_12_9_19,Cádiz,Cádiz,Andalucía,12441.18,705.0,0.45,0.55,0.12,0.72,0.17,0.08,0.72,0.09,0.12,56666.7,28827.0,1.0,0.0,335.0,0.81
270,1_4_52_1_2,Huércal de Almería,Almería,Andalucía,13027552.51,2245.0,0.5,0.5,0.21,0.69,0.1,0.08,0.59,0.11,0.21,172.3,23012.0,0.95,0.05,1110.0,0.76
271,1_4_52_1_3,Huércal de Almería,Almería,Andalucía,1449572.89,1840.0,0.55,0.45,0.21,0.7,0.08,0.07,0.62,0.09,0.21,1269.3,27130.0,0.99,0.01,825.0,0.74
272,1_4_69_1_5,Olula del Río,Almería,Andalucía,84663.49,905.0,0.43,0.57,0.15,0.67,0.18,0.17,0.57,0.12,0.15,10689.4,20709.0,0.97,0.03,570.0,0.55
273,1_11_12_8_2,Cádiz,Cádiz,Andalucía,32896.43,1025.0,0.44,0.56,0.26,0.49,0.25,0.03,0.33,0.38,0.26,31158.4,44620.0,1.0,0.0,380.0,0.96
274,1_4_52_1_4,Huércal de Almería,Almería,Andalucía,1327321.95,2450.0,0.49,0.51,0.26,0.7,0.04,0.02,0.63,0.1,0.26,1845.8,25210.0,1.0,0.0,900.0,0.87
275,1_4_52_1_5,Huércal de Almería,Almería,Andalucía,791538.21,2805.0,0.53,0.47,0.3,0.68,0.02,0.01,0.59,0.1,0.3,3543.7,21155.0,0.92,0.08,1360.0,0.76
276,1_4_52_1_6,Huércal de Almería,Almería,Andalucía,1864914.94,2940.0,0.5,0.5,0.23,0.74,0.03,0.03,0.54,0.2,0.23,1576.5,29881.0,0.98,0.02,1270.0,0.81
277,1_4_52_1_7,Huércal de Almería,Almería,Andalucía,1965432.71,1340.0,0.5,0.5,0.11,0.79,0.1,0.12,0.65,0.13,0.11,681.8,21206.0,0.96,0.04,670.0,0.7
