,Postal_Code,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
952,18340,Fuente Vaqueros,Granada,Andalucia,15998832.564185973,31090.0,0.5,0.5,0.19,0.66,0.15,0.12,0.6,0.09,0.19,325.02,17318.56,0.96,0.04,15775.0,0.7
953,18152,Dílar,Granada,Andalucia,79219096.54004563,23370.0,0.51,0.49,0.19,0.68,0.13,0.12,0.54,0.15,0.19,186.15,24253.43,0.92,0.08,15765.0,0.62
954,18517,Quéntar,Granada,Andalucia,39118728.49973847,17020.0,0.52,0.48,0.15,0.63,0.22,0.22,0.56,0.07,0.15,29.78,19096.06,0.99,0.01,11640.0,0.59
955,18327,Láchar,Granada,Andalucia,6430470.119656443,6610.0,0.48,0.52,0.22,0.62,0.16,0.12,0.6,0.05,0.22,130.93,13522.25,0.97,0.03,3475.0,0.7
956,18313,Loja,Granada,Andalucia,8831066.178437138,5095.0,0.53,0.46,0.15,0.7,0.15,0.17,0.61,0.07,0.15,72.92,20162.5,1.0,0.0,2795.0,0.62
957,18311,Loja,Granada,Andalucia,23725354.78195062,10300.0,0.54,0.46,0.14,0.61,0.24,0.31,0.5,0.05,0.14,27.72,17540.55,0.97,0.03,5765.0,0.79
958,18360,Loja,Granada,Andalucia,45245337.26293864,18525.0,0.5,0.5,0.18,0.63,0.19,0.24,0.53,0.06,0.18,2257.11,18937.57,0.95,0.05,9230.0,0.8
959,18561,Montejícar,Granada,Andalucia,87662937.30037189,8935.0,0.5,0.5,0.14,0.63,0.22,0.29,0.54,0.03,0.14,24.09,14095.12,0.96,0.04,5960.0,0.62
960,18450,Alpujarra de la Sierra,Granada,Andalucia,43695851.54239898,3345.0,0.53,0.47,0.11,0.63,0.26,0.23,0.57,0.09,0.11,20.67,19905.0,0.92,0.08,2850.0,0.49
961,18132,Agrón,Granada,Andalucia,26984092.634961702,5245.0,0.52,0.48,0.14,0.67,0.19,0.17,0.58,0.11,0.14,23.52,21207.8,0.96,0.04,3310.0,0.61
962,18410,Carataunas,Granada,Andalucia,4658449.272606779,14800.0,0.51,0.49,0.12,0.68,0.19,0.19,0.52,0.15,0.12,38.7,18584.93,0.81,0.19,9770.0,0.55
963,18127,Jayena,Granada,Andalucia,79461539.5934345,17590.0,0.54,0.46,0.13,0.65,0.23,0.21,0.59,0.08,0.13,18.87,18522.88,0.92,0.08,10685.0,0.64
964,4890,Serón,Almería,Andalucia,44000895.26087748,7295.0,0.5,0.5,0.11,0.58,0.31,0.26,0.54,0.09,0.11,11.24,19028.5,0.92,0.07,5705.0,0.54
965,18249,Moclín,Granada,Andalucia,49433291.72159895,8460.0,0.5,0.5,0.13,0.62,0.25,0.25,0.58,0.04,0.13,36.51,18709.71,0.99,0.02,5220.0,0.63
966,18247,Moclín,Granada,Andalucia,16259929.212259585,4150.0,0.5,0.5,0.12,0.66,0.22,0.22,0.62,0.04,0.12,45.3,19216.67,0.98,0.02,2730.0,0.6
967,18008,Granada,Granada,Andalucia,6075447.583783515,49560.0,0.46,0.54,0.14,0.66,0.2,0.08,0.5,0.28,0.14,19578.23,30606.16,0.95,0.05,25675.0,0.78
968,18007,Granada,Granada,Andalucia,1968736.3438182937,35255.0,0.48,0.52,0.14,0.66,0.2,0.1,0.59,0.17,0.14,27338.09,23431.42,0.91,0.09,17560.0,0.77
969,4890,Serón,Almería,Andalucia,421335.2662683728,7295.0,0.5,0.5,0.11,0.58,0.31,0.26,0.54,0.09,0.11,11.24,19028.5,0.92,0.07,5705.0,0.54
970,18196,Monachil,Granada,Andalucia,39014935.52558133,3590.0,0.5,0.5,0.16,0.68,0.17,0.13,0.55,0.16,0.16,12.63,22579.67,0.94,0.06,5375.0,0.45
971,18002,Granada,Granada,Andalucia,478692.3794194107,21745.0,0.43,0.57,0.13,0.59,0.28,0.06,0.39,0.42,0.14,27355.39,36885.27,0.96,0.04,17270.0,0.57
972,4270,Sorbas,Almería,Andalucia,690136.4850460506,6955.0,0.53,0.47,0.12,0.58,0.3,0.3,0.51,0.07,0.12,11.24,17425.43,0.68,0.32,6030.0,0.52
973,18101,Vegas del Genil,Granada,Andalucia,10065491.831461057,21985.0,0.51,0.49,0.2,0.69,0.11,0.06,0.59,0.14,0.2,971.44,24314.33,0.97,0.03,10810.0,0.76
974,18890,Gorafe,Granada,Andalucia,76986662.32183729,4695.0,0.49,0.51,0.11,0.62,0.27,0.27,0.58,0.05,0.11,8.22,17339.83,0.96,0.04,3570.0,0.59
975,18710,Sorvilán,Granada,Andalucia,6915593.783778006,14140.0,0.53,0.48,0.12,0.66,0.22,0.23,0.56,0.09,0.12,25.42,16585.33,0.8,0.2,11025.0,0.51
976,18612,Ítrabo,Granada,Andalucia,18995598.964398224,8740.0,0.53,0.47,0.12,0.65,0.23,0.16,0.59,0.11,0.14,126.69,18631.29,0.71,0.29,9575.0,0.6
977,18613,Motril,Granada,Andalucia,15009756.18896039,20295.0,0.51,0.49,0.19,0.69,0.12,0.1,0.58,0.13,0.19,683.16,23485.7,0.86,0.14,15045.0,0.64
978,18659,Albuñuelas,Granada,Andalucia,139948142.9838861,31355.0,0.51,0.49,0.16,0.64,0.21,0.17,0.58,0.09,0.16,115.34,20275.73,0.94,0.06,18795.0,0.65
979,4278,Sorbas,Almería,Andalucia,10052243.188999005,4105.0,0.52,0.48,0.12,0.55,0.33,0.3,0.52,0.06,0.12,11.32,17398.25,0.67,0.33,3585.0,0.48
980,18260,Íllora,Granada,Andalucia,93601825.06853794,19250.0,0.51,0.49,0.17,0.62,0.21,0.24,0.55,0.05,0.17,772.36,17938.92,0.98,0.03,9520.0,0.82
981,18339,Chauchina,Granada,Andalucia,15127928.289230412,15425.0,0.51,0.5,0.21,0.64,0.15,0.12,0.61,0.06,0.21,514.8,18184.22,0.96,0.04,8665.0,0.64
982,18470,Válor,Granada,Andalucia,58518103.76403412,5165.0,0.52,0.48,0.12,0.6,0.28,0.24,0.54,0.1,0.12,32.52,17205.4,0.93,0.06,4605.0,0.44
983,18190,Cenes de la Vega,Granada,Andalucia,6578730.280076617,22570.0,0.5,0.5,0.2,0.69,0.11,0.06,0.5,0.24,0.2,3797.05,27335.45,0.94,0.06,11930.0,0.72
984,4271,Sorbas,Almería,Andalucia,8622803.306410717,22590.0,0.51,0.49,0.1,0.56,0.34,0.24,0.58,0.08,0.1,18.16,16849.29,0.71,0.29,18295.0,0.52
985,4278,Sorbas,Almería,Andalucia,8555181.213164357,4105.0,0.52,0.48,0.12,0.55,0.33,0.3,0.52,0.06,0.12,11.32,17398.25,0.67,0.33,3585.0,0.48
986,18449,Lobras,Granada,Andalucia,16041300.955169573,3915.0,0.53,0.47,0.11,0.61,0.28,0.22,0.6,0.08,0.11,16.98,17497.67,0.89,0.11,3370.0,0.46
987,18513,Ferreira,Granada,Andalucia,4820849.571088696,8375.0,0.52,0.48,0.12,0.61,0.28,0.24,0.57,0.07,0.12,10.94,19617.73,0.97,0.03,6320.0,0.58
988,18530,Pedro Martínez,Granada,Andalucia,136767371.9638536,6885.0,0.51,0.49,0.14,0.62,0.24,0.3,0.51,0.06,0.14,11.96,17547.5,0.99,0.02,4380.0,0.61
989,18300,Loja,Granada,Andalucia,253872581.70003065,33245.0,0.5,0.5,0.15,0.65,0.2,0.23,0.54,0.08,0.15,4794.21,19524.62,0.96,0.04,17585.0,0.72
990,18614,Motril,Granada,Andalucia,14551197.952559575,21410.0,0.54,0.46,0.12,0.72,0.15,0.16,0.63,0.09,0.12,411.61,20006.07,0.75,0.25,18075.0,0.43
991,18699,Lentegí,Granada,Andalucia,23740912.93906025,7540.0,0.52,0.48,0.11,0.64,0.25,0.22,0.58,0.08,0.12,29.99,18646.56,0.71,0.29,4600.0,0.68
992,18011,Granada,Granada,Andalucia,4820035.781992368,36835.0,0.46,0.54,0.17,0.67,0.15,0.11,0.52,0.2,0.18,7052.64,20776.39,0.93,0.07,21455.0,0.65
993,18250,Valderrubio,Granada,Andalucia,5528177.792011435,6215.0,0.48,0.52,0.22,0.6,0.17,0.19,0.56,0.03,0.22,172.38,8903.0,0.95,0.05,2485.0,0.91
994,18730,Motril,Granada,Andalucia,13632618.43515624,8830.0,0.54,0.47,0.16,0.71,0.13,0.13,0.64,0.07,0.16,182.72,20285.2,0.76,0.24,11335.0,0.36
995,18720,Motril,Granada,Andalucia,6073002.291284119,6850.0,0.53,0.47,0.17,0.7,0.13,0.1,0.64,0.1,0.17,581.88,20958.75,0.74,0.26,7835.0,0.49
996,18291,Pinos Puente,Granada,Andalucia,32307049.145997964,19335.0,0.51,0.49,0.2,0.63,0.17,0.16,0.59,0.05,0.2,349.29,14316.92,0.97,0.03,9050.0,0.8
997,18016,Armilla,Granada,Andalucia,458955.1862029386,27610.0,0.5,0.5,0.19,0.69,0.11,0.06,0.48,0.26,0.19,5208.78,29600.24,0.91,0.09,13080.0,0.77
998,18417,Trevélez,Granada,Andalucia,90888485.46065971,3610.0,0.5,0.49,0.16,0.64,0.21,0.16,0.6,0.08,0.16,9.42,18950.6,0.96,0.04,3110.0,0.49
999,4289,Sorbas,Almería,Andalucia,9966324.36624089,15970.0,0.53,0.47,0.1,0.58,0.32,0.17,0.61,0.13,0.1,33.42,16444.0,0.61,0.39,12455.0,0.56
1000,18170,Alfacar,Granada,Andalucia,16715793.489072168,13480.0,0.51,0.49,0.17,0.69,0.14,0.1,0.59,0.14,0.17,500.25,24310.5,0.97,0.03,7070.0,0.7
1001,18414,La Taha,Granada,Andalucia,190309.97616633587,7990.0,0.52,0.48,0.13,0.65,0.21,0.2,0.54,0.12,0.13,19.74,18245.91,0.88,0.12,6340.0,0.5
1002,18515,Purullena,Granada,Andalucia,9008269.460092338,28355.0,0.49,0.51,0.18,0.63,0.19,0.21,0.55,0.06,0.18,127.59,20106.42,0.98,0.02,15470.0,0.66
1003,18414,La Taha,Granada,Andalucia,25567157.55236344,7990.0,0.52,0.48,0.13,0.65,0.21,0.2,0.54,0.12,0.13,19.74,18245.91,0.88,0.12,6340.0,0.5
1004,18413,Capileira,Granada,Andalucia,56850089.55337555,7295.0,0.51,0.49,0.15,0.67,0.17,0.17,0.55,0.13,0.15,19.32,20139.89,0.91,0.09,5055.0,0.52
1005,18658,El Pinar,Granada,Andalucia,18105687.05397151,12145.0,0.51,0.49,0.12,0.61,0.27,0.22,0.58,0.08,0.12,36.45,18748.18,0.93,0.07,8455.0,0.6
1006,18131,Ventas de Huelma,Granada,Andalucia,42408989.81184886,5745.0,0.52,0.48,0.13,0.64,0.23,0.2,0.6,0.06,0.13,25.08,18863.0,0.93,0.07,3610.0,0.63
1007,18480,Ugíjar,Granada,Andalucia,33718535.21285972,6025.0,0.53,0.47,0.12,0.61,0.26,0.25,0.55,0.08,0.12,29.2,16668.83,0.95,0.05,5160.0,0.47
1008,18492,Murtas,Granada,Andalucia,20228880.580120016,8350.0,0.54,0.46,0.1,0.63,0.27,0.24,0.59,0.07,0.1,16.86,17567.44,0.93,0.07,7305.0,0.49
1009,18100,Ogíjares,Granada,Andalucia,475204.16737706034,39175.0,0.51,0.49,0.2,0.7,0.1,0.07,0.54,0.19,0.2,9340.17,25470.32,0.93,0.07,19080.0,0.78
1010,18181,La Peza,Granada,Andalucia,8061207.092002855,15390.0,0.51,0.49,0.17,0.63,0.19,0.2,0.56,0.06,0.17,30.79,19034.17,0.98,0.02,10485.0,0.54
1011,18418,Órgiva,Granada,Andalucia,85788624.99235645,15900.0,0.51,0.49,0.12,0.68,0.2,0.19,0.54,0.14,0.12,40.03,18307.71,0.83,0.16,10295.0,0.57
1012,18410,Órgiva,Granada,Andalucia,1735945.4269152384,14800.0,0.51,0.49,0.12,0.68,0.19,0.19,0.52,0.15,0.12,38.7,18584.93,0.81,0.19,9770.0,0.55
1013,18016,Granada,Granada,Andalucia,1140901.947416974,27610.0,0.5,0.5,0.19,0.69,0.11,0.06,0.48,0.26,0.19,5208.78,29600.24,0.91,0.09,13080.0,0.77
1014,18240,Pinos Puente,Granada,Andalucia,27399243.434397124,15450.0,0.52,0.48,0.16,0.68,0.16,0.15,0.63,0.06,0.16,1231.16,18028.89,0.97,0.03,8250.0,0.69
1015,18340,Pinos Puente,Granada,Andalucia,2771974.4209417314,31090.0,0.5,0.5,0.19,0.66,0.15,0.12,0.6,0.09,0.19,325.02,17318.56,0.96,0.04,15775.0,0.7
1016,18568,Piñar,Granada,Andalucia,62567232.11331023,5645.0,0.52,0.48,0.15,0.65,0.19,0.25,0.53,0.07,0.15,27.92,14574.4,0.96,0.04,3220.0,0.66
1017,18750,Polopos,Granada,Andalucia,12005790.262180947,2775.0,0.53,0.47,0.12,0.67,0.22,0.22,0.58,0.08,0.12,32.9,16174.67,0.77,0.23,2540.0,0.45
1018,18192,Quéntar,Granada,Andalucia,27325069.925673187,8420.0,0.53,0.47,0.14,0.68,0.18,0.17,0.54,0.14,0.14,36.54,23816.25,0.98,0.02,4915.0,0.63
1019,18610,Salobreña,Granada,Andalucia,12285905.05297279,15875.0,0.51,0.49,0.18,0.67,0.15,0.15,0.55,0.12,0.18,263.91,22043.0,0.92,0.08,7820.0,0.71
1020,18329,Santa Fe,Granada,Andalucia,3643539.025557805,15345.0,0.51,0.49,0.17,0.65,0.18,0.16,0.59,0.08,0.17,73.01,17381.33,0.96,0.04,8080.0,0.69
1021,18330,Santa Fe,Granada,Andalucia,629999.9404309624,16695.0,0.52,0.48,0.18,0.67,0.15,0.14,0.6,0.08,0.18,588.61,18812.0,0.97,0.03,8260.0,0.71
1022,18494,Ugíjar,Granada,Andalucia,12564986.232552435,8730.0,0.52,0.48,0.13,0.62,0.25,0.26,0.53,0.08,0.13,37.38,17128.25,0.95,0.05,7090.0,0.52
1023,18492,Ugíjar,Granada,Andalucia,20620990.55818438,8350.0,0.54,0.46,0.1,0.63,0.27,0.24,0.59,0.07,0.1,16.86,17567.44,0.93,0.07,7305.0,0.49
1024,18670,Vélez de Benaudalla,Granada,Andalucia,37015683.53289028,9455.0,0.52,0.48,0.15,0.66,0.2,0.2,0.59,0.06,0.15,69.27,18060.17,0.89,0.12,6055.0,0.59
1025,18460,Alpujarra de la Sierra,Granada,Andalucia,24783184.88466107,3235.0,0.52,0.47,0.1,0.61,0.29,0.22,0.58,0.1,0.1,13.92,18416.0,0.95,0.05,3125.0,0.44
1026,18400,Órgiva,Granada,Andalucia,8285753.08438197,5655.0,0.51,0.49,0.11,0.71,0.18,0.16,0.55,0.17,0.11,63.77,18677.67,0.79,0.2,3470.0,0.62
1027,18015,Granada,Granada,Andalucia,15982117.905919855,36575.0,0.49,0.51,0.17,0.67,0.16,0.1,0.57,0.17,0.17,15975.93,23111.54,0.93,0.07,17830.0,0.79
1028,18013,Granada,Granada,Andalucia,1875161.752395837,37710.0,0.45,0.55,0.18,0.68,0.14,0.08,0.52,0.21,0.18,9434.44,23335.29,0.97,0.03,19900.0,0.71
1029,18012,Granada,Granada,Andalucia,588088.6567137311,21875.0,0.43,0.57,0.13,0.63,0.24,0.08,0.39,0.41,0.13,13772.71,33496.71,0.96,0.04,17565.0,0.55
1030,18182,Granada,Granada,Andalucia,4471672.809398878,7595.0,0.5,0.5,0.2,0.71,0.09,0.07,0.52,0.21,0.2,896.7,21546.25,0.86,0.14,3715.0,0.74
1031,18010,Granada,Granada,Andalucia,25687231.03113034,24395.0,0.49,0.51,0.14,0.68,0.17,0.09,0.45,0.31,0.15,6741.35,26823.9,0.88,0.12,18050.0,0.59
1032,18006,Granada,Granada,Andalucia,2056295.9371452176,44130.0,0.46,0.54,0.14,0.64,0.22,0.08,0.52,0.27,0.14,26670.11,29564.97,0.93,0.07,22800.0,0.77
1033,18004,Granada,Granada,Andalucia,8775947.571233325,41260.0,0.46,0.54,0.14,0.61,0.25,0.06,0.45,0.35,0.14,28686.94,34479.14,0.94,0.06,23495.0,0.69
1034,18100,Armilla,Granada,Andalucia,3769280.408396928,39175.0,0.51,0.49,0.2,0.7,0.1,0.07,0.54,0.19,0.2,9340.17,25470.32,0.93,0.07,19080.0,0.78
1035,18003,Granada,Granada,Andalucia,837350.9630359383,24370.0,0.44,0.56,0.13,0.59,0.28,0.09,0.43,0.35,0.13,26517.48,32430.86,0.96,0.04,15680.0,0.64
1036,18519,Guadix,Granada,Andalucia,3432870.030444997,15060.0,0.49,0.51,0.16,0.64,0.2,0.17,0.6,0.07,0.16,56.88,21210.91,0.98,0.02,7920.0,0.69
1037,18540,Huélago,Granada,Andalucia,32553343.242742553,13310.0,0.51,0.49,0.14,0.6,0.25,0.27,0.52,0.07,0.14,16.79,18278.53,0.97,0.03,8430.0,0.6
1038,18518,Albuñán,Granada,Andalucia,8523820.004503274,27710.0,0.53,0.47,0.12,0.63,0.25,0.22,0.59,0.07,0.12,27.27,20037.09,0.97,0.03,22415.0,0.52
1039,18016,Ogíjares,Granada,Andalucia,397240.47391067893,27610.0,0.5,0.5,0.19,0.69,0.11,0.06,0.48,0.26,0.19,5208.78,29600.24,0.91,0.09,13080.0,0.77
1040,18016,La Zubia,Granada,Andalucia,288868.59091645834,27610.0,0.5,0.5,0.19,0.69,0.11,0.06,0.48,0.26,0.19,5208.78,29600.24,0.91,0.09,13080.0,0.77
1041,14299,Fuente Obejuna,Córdoba,Andalucia,105807950.92492,5140.0,0.53,0.47,0.13,0.63,0.24,0.18,0.61,0.08,0.13,8.28,19045.5,0.99,0.01,3600.0,0.55
1042,14129,Hornachuelos,Córdoba,Andalucia,47504081.22676584,19895.0,0.51,0.49,0.16,0.69,0.15,0.24,0.53,0.06,0.16,86.6,19147.93,0.96,0.04,11765.0,0.64
1043,14816,Priego de Córdoba,Córdoba,Andalucia,30185660.12067563,12400.0,0.51,0.49,0.14,0.58,0.28,0.25,0.53,0.07,0.15,45.93,18439.17,0.98,0.02,7930.0,0.65
1044,14740,Hornachuelos,Córdoba,Andalucia,203702459.37636644,18830.0,0.5,0.5,0.15,0.65,0.19,0.21,0.58,0.05,0.15,264.76,18323.62,0.99,0.01,11520.0,0.63
1045,14320,Obejo,Córdoba,Andalucia,37269228.27297105,13685.0,0.52,0.49,0.17,0.64,0.19,0.18,0.53,0.11,0.17,24.65,22584.2,0.97,0.03,10245.0,0.5
1046,14709,Hornachuelos,Córdoba,Andalucia,63098108.30865666,6040.0,0.52,0.48,0.16,0.7,0.14,0.2,0.58,0.05,0.16,8.3,19507.0,0.98,0.02,3720.0,0.56
1047,14740,Hornachuelos,Córdoba,Andalucia,289751102.0073186,18830.0,0.5,0.5,0.15,0.65,0.19,0.21,0.58,0.05,0.15,264.76,18323.62,0.99,0.01,11520.0,0.63
1048,14978,Iznájar,Córdoba,Andalucia,8946468.54448684,10350.0,0.51,0.49,0.13,0.63,0.24,0.27,0.55,0.05,0.13,30.47,18349.75,0.91,0.09,6325.0,0.64
1049,14970,Iznájar,Córdoba,Andalucia,6435699.384254044,8170.0,0.5,0.5,0.12,0.64,0.24,0.31,0.52,0.05,0.12,938.99,17823.12,0.94,0.06,5390.0,0.61
1050,14970,Iznájar,Córdoba,Andalucia,8358688.048059682,8170.0,0.5,0.5,0.12,0.64,0.24,0.31,0.52,0.05,0.12,938.99,17823.12,0.94,0.06,5390.0,0.61
1051,14739,Posadas,Córdoba,Andalucia,49539363.49978595,3295.0,0.49,0.51,0.17,0.66,0.17,0.28,0.5,0.04,0.17,33.87,18036.0,0.96,0.04,1790.0,0.66
1052,14978,Iznájar,Córdoba,Andalucia,61120504.04857927,10350.0,0.51,0.49,0.13,0.63,0.24,0.27,0.55,0.05,0.13,30.47,18349.75,0.91,0.09,6325.0,0.64
1053,18312,Iznájar,Córdoba,Andalucia,408081.7690445032,10000.0,0.5,0.5,0.12,0.65,0.23,0.28,0.53,0.07,0.12,42.63,18391.73,0.95,0.05,6160.0,0.66
1054,14640,Montoro,Córdoba,Andalucia,15834219.479871627,17135.0,0.48,0.52,0.17,0.66,0.16,0.19,0.57,0.07,0.17,2387.32,20195.27,0.97,0.03,8440.0,0.72
1055,14930,Monturque,Córdoba,Andalucia,4346479.882587977,2740.0,0.45,0.54,0.16,0.64,0.2,0.26,0.56,0.01,0.16,31.9,19439.5,0.98,0.02,1800.0,0.56
1056,14911,Lucena,Córdoba,Andalucia,45281947.05088128,8710.0,0.48,0.52,0.22,0.63,0.16,0.24,0.52,0.04,0.21,36.97,18234.71,1.0,0.0,4460.0,0.71
1057,14511,Lucena,Córdoba,Andalucia,107351322.30831876,9610.0,0.49,0.52,0.2,0.64,0.17,0.24,0.53,0.05,0.19,49.94,18563.62,1.0,0.0,5295.0,0.67
1058,14850,Lucena,Córdoba,Andalucia,15382139.267014267,33430.0,0.5,0.5,0.16,0.65,0.18,0.22,0.54,0.08,0.16,4573.1,19276.24,0.96,0.04,17780.0,0.71
1059,14310,Obejo,Córdoba,Andalucia,97080162.90885791,5530.0,0.51,0.49,0.14,0.64,0.22,0.27,0.53,0.06,0.14,14.35,19681.67,0.98,0.02,3810.0,0.6
1060,14814,Priego de Córdoba,Córdoba,Andalucia,17804149.792971,7325.0,0.5,0.5,0.16,0.58,0.26,0.27,0.51,0.06,0.16,21.51,17841.11,0.98,0.02,4890.0,0.63
1061,14815,Priego de Córdoba,Córdoba,Andalucia,21813163.146008186,14650.0,0.49,0.51,0.1,0.55,0.35,0.3,0.52,0.05,0.13,33.71,17572.71,0.98,0.02,10870.0,0.59
1062,14817,Priego de Córdoba,Córdoba,Andalucia,88585548.59710047,4920.0,0.52,0.48,0.1,0.56,0.33,0.32,0.5,0.05,0.13,11.48,17126.0,0.96,0.04,3345.0,0.63
1063,14816,Priego de Córdoba,Córdoba,Andalucia,33648365.86270548,12400.0,0.51,0.49,0.14,0.58,0.28,0.25,0.53,0.07,0.15,45.93,18439.17,0.98,0.02,7930.0,0.65
1064,14814,Priego de Córdoba,Córdoba,Andalucia,12204009.410173552,7325.0,0.5,0.5,0.16,0.58,0.26,0.27,0.51,0.06,0.16,21.51,17841.11,0.98,0.02,4890.0,0.63
1065,14500,Puente Genil,Córdoba,Andalucia,27310934.582946576,42530.0,0.49,0.5,0.18,0.65,0.17,0.16,0.58,0.08,0.18,6474.55,20863.2,0.97,0.03,21145.0,0.72
1066,14001,Córdoba,Córdoba,Andalucia,959857.3061045123,34255.0,0.47,0.53,0.13,0.65,0.22,0.05,0.47,0.35,0.13,19117.77,35837.0,0.97,0.03,15910.0,0.83
1067,14547,Santaella,Córdoba,Andalucia,52593229.80628499,15940.0,0.51,0.49,0.17,0.67,0.16,0.19,0.58,0.06,0.17,45.03,19816.4,0.99,0.01,7990.0,0.72
1068,14546,Santaella,Córdoba,Andalucia,55712829.55153862,6335.0,0.51,0.49,0.16,0.69,0.15,0.18,0.58,0.08,0.16,820.02,20449.75,0.98,0.02,2930.0,0.74
1069,14500,Puente Genil,Córdoba,Andalucia,79704038.53848177,42530.0,0.49,0.5,0.18,0.65,0.17,0.16,0.58,0.08,0.18,6474.55,20863.2,0.97,0.03,21145.0,0.72
1070,14014,Córdoba,Córdoba,Andalucia,26365501.00613709,52550.0,0.49,0.51,0.16,0.69,0.15,0.11,0.62,0.11,0.16,23073.56,24836.44,0.99,0.01,22290.0,0.87
1071,14950,Rute,Córdoba,Andalucia,54456618.60732049,6415.0,0.49,0.51,0.16,0.6,0.24,0.29,0.53,0.03,0.14,10.87,18683.67,0.98,0.03,4285.0,0.56
1072,14547,Santaella,Córdoba,Andalucia,65621639.62646119,15940.0,0.51,0.49,0.17,0.67,0.16,0.19,0.58,0.06,0.17,45.03,19816.4,0.99,0.01,7990.0,0.72
1073,14480,Villanueva del Duque,Córdoba,Andalucia,23921608.27152401,7900.0,0.5,0.5,0.13,0.63,0.24,0.21,0.57,0.09,0.13,12.3,20921.89,0.99,0.01,6570.0,0.49
1074,14192,Córdoba,Córdoba,Andalucia,1308941.5316306592,1715.0,0.63,0.37,0.27,0.68,0.05,0.07,0.38,0.28,0.27,13.9,31606.0,0.82,0.17,2060.0,0.26
1075,14002,Córdoba,Córdoba,Andalucia,740030.9192074947,35475.0,0.48,0.52,0.16,0.65,0.19,0.08,0.52,0.24,0.16,20323.71,28357.37,0.98,0.02,17820.0,0.78
1076,14003,Córdoba,Córdoba,Andalucia,491269.0594591208,12445.0,0.47,0.53,0.13,0.65,0.23,0.04,0.44,0.39,0.13,13769.37,35984.82,0.97,0.03,7395.0,0.71
1077,14320,Villaviciosa de Córdoba,Córdoba,Andalucia,126975139.42847627,13685.0,0.52,0.49,0.17,0.64,0.19,0.18,0.53,0.11,0.17,24.65,22584.2,0.97,0.03,10245.0,0.5
1078,14005,Córdoba,Córdoba,Andalucia,46636677.51962055,61055.0,0.49,0.51,0.16,0.69,0.15,0.07,0.53,0.24,0.16,18514.96,28955.1,0.97,0.03,32415.0,0.76
1079,14007,Córdoba,Córdoba,Andalucia,1448291.6120802443,46145.0,0.48,0.52,0.15,0.69,0.17,0.11,0.59,0.15,0.15,31056.17,25138.61,0.98,0.02,20925.0,0.84
1080,14009,Córdoba,Córdoba,Andalucia,4836147.87420753,29400.0,0.48,0.52,0.17,0.66,0.17,0.13,0.58,0.13,0.17,9365.32,21986.75,0.96,0.04,14760.0,0.78
1081,11006,Cádiz,Cádiz,Andalucia,440172.4372647752,16030.0,0.47,0.53,0.14,0.66,0.2,0.12,0.62,0.13,0.14,18876.77,25173.43,0.97,0.02,8270.0,0.77
1082,14011,Córdoba,Córdoba,Andalucia,77204952.57569936,61420.0,0.48,0.52,0.18,0.66,0.17,0.1,0.5,0.22,0.18,18012.57,29319.08,0.97,0.03,28850.0,0.82
1083,14012,Córdoba,Córdoba,Andalucia,14217415.548175914,28325.0,0.49,0.51,0.19,0.67,0.15,0.07,0.43,0.32,0.19,7833.25,44989.5,0.97,0.03,12580.0,0.82
1084,4149,Sorbas,Almería,Andalucia,14674597.733272612,20495.0,0.51,0.49,0.12,0.63,0.25,0.21,0.53,0.13,0.12,19.42,18546.82,0.66,0.34,19230.0,0.53
1085,14710,Córdoba,Córdoba,Andalucia,44291594.67815748,13525.0,0.53,0.47,0.21,0.71,0.12,0.13,0.5,0.14,0.24,379.17,23182.4,0.94,0.06,7505.0,0.67
1086,14190,Córdoba,Córdoba,Andalucia,140631982.13130668,9595.0,0.51,0.49,0.17,0.69,0.14,0.14,0.58,0.1,0.17,58.27,20292.0,1.0,0.0,4785.0,0.75
1087,14610,Córdoba,Córdoba,Andalucia,200211812.1074561,16890.0,0.51,0.49,0.2,0.67,0.13,0.15,0.54,0.1,0.2,738.42,23372.09,0.99,0.01,8595.0,0.69
1088,14200,Peñarroya-Pueblonuevo,Córdoba,Andalucia,64885105.56378627,15030.0,0.49,0.5,0.13,0.65,0.22,0.19,0.61,0.06,0.13,3336.98,22359.82,0.98,0.02,9020.0,0.63
1089,14140,La Victoria,Córdoba,Andalucia,1358948.245695943,16740.0,0.51,0.49,0.17,0.67,0.17,0.16,0.56,0.11,0.17,74.66,20496.73,1.0,0.0,8680.0,0.74
1090,14140,La Victoria,Córdoba,Andalucia,1781431.8084429263,16740.0,0.51,0.49,0.17,0.67,0.17,0.16,0.56,0.11,0.17,74.66,20496.73,1.0,0.0,8680.0,0.74
1091,14140,La Victoria,Córdoba,Andalucia,16130913.259039184,16740.0,0.51,0.49,0.17,0.67,0.17,0.16,0.56,0.11,0.17,74.66,20496.73,1.0,0.0,8680.0,0.74
1092,14920,Aguilar de la Frontera,Córdoba,Andalucia,166390689.4089652,30330.0,0.5,0.5,0.17,0.66,0.16,0.19,0.57,0.07,0.17,2814.16,19441.1,0.98,0.02,14910.0,0.74
